 time            i(VIin)         v(Vout)        
 4.92173404e-04  7.20639158e-06  1.11129510e+00 
 4.92182680e-04  6.48610893e-06  1.05563482e+00 
 4.92191593e-04  5.69814825e-06  1.06475969e+00 
 4.92200083e-04  4.86942602e-06  1.08391275e+00 
 4.92217062e-04  3.02195238e-06  1.13080652e+00 
 4.92233802e-04  1.02151466e-06  1.12000182e+00 
 4.92250936e-04 -1.11763834e-06  1.08797545e+00 
 4.92269872e-04 -3.47127735e-06  1.08390426e+00 
 4.92289308e-04 -5.74111925e-06  1.03917266e+00 
 4.92328180e-04 -9.31851532e-06  8.52161461e-01 
 4.92364587e-04 -1.09145097e-05  7.09804936e-01 
 4.92406840e-04 -1.02101534e-05  6.98511120e-01 
 4.92451145e-04 -6.76082334e-06  9.10559581e-01 
 4.92499526e-04 -1.05953286e-06  1.06360082e+00 
 4.92539465e-04  3.75854447e-06  1.06747856e+00 
 4.92582299e-04  7.59452218e-06  1.12363434e+00 
 4.92651826e-04  8.43717243e-06  1.23923226e+00 
 4.92686571e-04  6.15314785e-06  1.26996390e+00 
 4.92720941e-04  2.57106953e-06  9.90848115e-01 
 4.92738867e-04  3.94400318e-07  8.30926422e-01 
 4.92755638e-04 -1.70796004e-06  8.20872994e-01 
 4.92772130e-04 -3.74527979e-06  8.25500272e-01 
 4.92792688e-04 -6.11076772e-06  7.92391780e-01 
 4.92814699e-04 -8.26370617e-06  7.05455853e-01 
 4.92850070e-04 -1.05132799e-05  5.26634605e-01 
 4.92882732e-04 -1.09528351e-05  3.84423050e-01 
 4.92913580e-04 -9.84763753e-06  3.12439463e-01 
 4.92951091e-04 -6.76634420e-06  2.87841556e-01 
 4.93004012e-04 -4.96048290e-07  2.75432772e-01 
 4.93056801e-04  5.54693528e-06  5.04537899e-01 
 4.93104465e-04  8.66889922e-06  9.02446725e-01 
 4.93130100e-04  8.97946977e-06  1.06119259e+00 
 4.93156276e-04  8.23753726e-06  1.25661925e+00 
 4.93179343e-04  6.75750341e-06  1.28986197e+00 
 4.93200672e-04  4.80932181e-06  1.18249073e+00 
 4.93210569e-04  3.75479769e-06  1.17622214e+00 
 4.93225792e-04  1.99539869e-06  1.25980041e+00 
 4.93238922e-04  3.87664212e-07  1.25886105e+00 
 4.93249594e-04 -9.48968271e-07  1.20659232e+00 
 4.93256432e-04 -1.80733590e-06  1.20507830e+00 
 4.93263917e-04 -2.73998565e-06  1.17612467e+00 
 4.93272367e-04 -3.77389094e-06  1.13808816e+00 
 4.93281095e-04 -4.80879742e-06  1.12427299e+00 
 4.93293416e-04 -6.18910377e-06  1.10544603e+00 
 4.93318057e-04 -8.54723289e-06  1.01205402e+00 
 4.93346732e-04 -1.03756671e-05  8.35438157e-01 
 4.93378787e-04 -1.09886795e-05  6.47605104e-01 
 4.93437115e-04 -8.10521078e-06  4.52249397e-01 
 4.93506837e-04 -1.41846601e-07  4.07490673e-01 
 4.93621519e-04  8.99043257e-06  6.17805980e-01 
 4.93718017e-04  2.91173443e-06  1.07759984e+00 
 4.93770663e-04 -3.56753867e-06  1.18211411e+00 
 4.93825990e-04 -9.16266883e-06  9.83946408e-01 
 4.93871450e-04 -1.09900506e-05  5.92015708e-01 
 4.93898230e-04 -1.05769232e-05  4.29096382e-01 
 4.93918092e-04 -9.56933942e-06  5.41473251e-01 
 4.93933244e-04 -8.43898529e-06  6.42340228e-01 
 4.93944888e-04 -7.38510698e-06  6.24582328e-01 
 4.93959404e-04 -5.88302672e-06  5.94528629e-01 
 4.93969583e-04 -4.72991856e-06  6.46463974e-01 
 4.93977149e-04 -3.83222619e-06  7.04758507e-01 
 4.93983857e-04 -3.01471380e-06  7.48656860e-01 
 4.93991019e-04 -2.12616282e-06  7.85875168e-01 
 4.94000063e-04 -9.92134406e-07  8.08176758e-01 
 4.94008885e-04  1.14164777e-07  8.24134330e-01 
 4.94017751e-04  1.21222204e-06  8.56957310e-01 
 4.94028545e-04  2.51068108e-06  9.12238047e-01 
 4.94039418e-04  3.75332143e-06  9.64275746e-01 
 4.94054210e-04  5.29744013e-06  1.01324066e+00 
 4.94067954e-04  6.53875374e-06  1.05724025e+00 
 4.94081760e-04  7.55968211e-06  1.08193510e+00 
 4.94094255e-04  8.26287783e-06  1.09394708e+00 
 4.94108459e-04  8.78475033e-06  1.14200999e+00 
 4.94121440e-04  8.98999736e-06  1.14868817e+00 
 4.94134277e-04  8.93212480e-06  1.14536620e+00 
 4.94143344e-04  8.73548750e-06  1.16950110e+00 
 4.94161478e-04  7.96765892e-06  1.21526335e+00 
 4.94174693e-04  7.11281894e-06  1.24124368e+00 
 4.94201123e-04  4.76314985e-06  1.27631341e+00 
 4.94253888e-04 -1.48841995e-06  1.30888621e+00 
 4.94320125e-04 -8.71513480e-06  1.31913788e+00 
 4.94426156e-04 -9.00390123e-06  7.33830413e-01 
 4.94488648e-04 -2.42166932e-06  3.84927810e-01 
 4.94539644e-04  3.77823496e-06  3.92149486e-01 
 4.94592467e-04  8.17588949e-06  5.22698108e-01 
 4.94627964e-04  8.99306286e-06  7.13947796e-01 
 4.94667042e-04  7.63656561e-06  1.03518459e+00 
 4.94704040e-04  4.45968796e-06  1.10350176e+00 
 4.94728028e-04  1.72608007e-06  1.07859860e+00 
 4.94750465e-04 -1.05841707e-06  1.09191054e+00 
 4.94772028e-04 -3.73285958e-06  1.05263122e+00 
 4.94797930e-04 -6.66542964e-06  1.00291068e+00 
 4.94823010e-04 -8.94070534e-06  8.95708944e-01 
 4.94845448e-04 -1.03183437e-05  7.95594290e-01 
 4.94868081e-04 -1.09622286e-05  7.45363633e-01 
 4.94891954e-04 -1.07739180e-05  6.85513804e-01 
 4.94922020e-04 -9.30454930e-06  5.38873892e-01 
 4.94951765e-04 -6.69702101e-06  3.96535695e-01 
 4.94982369e-04 -3.19755434e-06  3.25760841e-01 
 4.95018989e-04  1.36360497e-06  4.93931537e-01 
 4.95049106e-04  4.78660131e-06  8.33988418e-01 
 4.95077990e-04  7.30528942e-06  1.06583703e+00 
 4.95106593e-04  8.73367672e-06  1.21164888e+00 
 4.95147262e-04  8.61124752e-06  1.30669764e+00 
 4.95185730e-04  6.22660267e-06  1.30943430e+00 
 4.95238715e-04  4.13313558e-07  1.31577349e+00 
 4.95308241e-04 -7.68267813e-06  1.31371135e+00 
 4.95409180e-04 -1.00916435e-05  1.31366858e+00 
 4.95530495e-04  2.73902360e-06  1.24892141e+00 
 4.95579072e-04  7.38023681e-06  1.33175428e+00 
 4.95614330e-04  8.91023473e-06  1.05432259e+00 
 4.95634885e-04  8.92295252e-06  8.94255215e-01 
 4.95651593e-04  8.44678532e-06  9.53773692e-01 
 4.95668961e-04  7.51250126e-06  1.02663390e+00 
 4.95686733e-04  6.13891709e-06  1.07139030e+00 
 4.95706820e-04  4.16374964e-06  1.10466296e+00 
 4.95735099e-04  8.61581184e-07  1.13561587e+00 
 4.95765593e-04 -2.94693035e-06  1.13120555e+00 
 4.95809161e-04 -7.76819248e-06  1.06193080e+00 
 4.95863609e-04 -1.08977158e-05  8.39068769e-01 
 4.95913602e-04 -9.84634499e-06  5.52579353e-01 
 4.95950895e-04 -6.78648615e-06  3.77166904e-01 
 4.96003300e-04 -5.85435187e-07  2.98934383e-01 
 4.96052187e-04  5.09799361e-06  3.06474791e-01 
 4.96102690e-04  8.60957751e-06  3.65698475e-01 
 4.96191217e-04  5.73320931e-06  6.44370024e-01 
 4.96281724e-04 -4.88182716e-06  8.07264046e-01 
 4.96370671e-04 -1.09852102e-05  5.01129251e-01 
 4.96459729e-04 -5.84738862e-06  2.74935570e-01 
 4.96519962e-04  1.48226595e-06  2.88460305e-01 
 4.96582647e-04  7.61682054e-06  2.83356604e-01 
 4.96654249e-04  8.33208931e-06  3.91988661e-01 
 4.96735988e-04  7.51710960e-07  8.12789432e-01 
 4.96785710e-04 -5.33830810e-06  1.15972636e+00 
 4.96844637e-04 -1.02808932e-05  1.09929975e+00 
 4.96904587e-04 -1.03167524e-05  6.94585267e-01 
 4.96935521e-04 -8.24470339e-06  5.88938255e-01 
 4.96971386e-04 -4.51873585e-06  6.94662111e-01 
 4.97008817e-04  1.05671680e-07  8.74120281e-01 
 4.97059244e-04  5.77587098e-06  1.08447051e+00 
 4.97124347e-04  8.99966300e-06  1.20549477e+00 
 4.97194764e-04  5.39706825e-06  1.26527852e+00 
 4.97266525e-04 -3.06164723e-06  1.30191895e+00 
 4.97326930e-04 -9.23032519e-06  1.02958738e+00 
 4.97389867e-04 -1.08259849e-05  8.48834626e-01 
 4.97462200e-04 -5.57347919e-06  5.66421249e-01 
 4.97497237e-04 -1.34713911e-06  5.62856894e-01 
 4.97531657e-04  2.87403116e-06  8.51070975e-01 
 4.97555969e-04  5.46756064e-06  1.05912306e+00 
 4.97575868e-04  7.15377453e-06  1.16557079e+00 
 4.97595284e-04  8.31085929e-06  1.22059982e+00 
 4.97610710e-04  8.83919890e-06  1.20738072e+00 
 4.97633934e-04  8.93704582e-06  1.18562221e+00 
 4.97653307e-04  8.37395741e-06  1.23386220e+00 
 4.97690927e-04  5.76011340e-06  1.28089250e+00 
 4.97716273e-04  3.11253091e-06  1.33505201e+00 
 4.97740169e-04  2.32300324e-07  1.09243671e+00 
 4.97751777e-04 -1.22332009e-06  8.88738841e-01 
 4.97763966e-04 -2.74604561e-06  7.89686104e-01 
 4.97774962e-04 -4.08558213e-06  7.35122614e-01 
 4.97791139e-04 -5.94242670e-06  6.72123969e-01 
 4.97823493e-04 -8.97739129e-06  5.35830204e-01 
 4.97871083e-04 -1.09878895e-05  3.57549222e-01 
 4.97911950e-04 -9.94125454e-06  2.98209886e-01 
 4.97945200e-04 -7.35488603e-06  2.83061763e-01 
 4.98011700e-04  4.64963030e-07  2.74742545e-01 
 4.98070560e-04  6.74981452e-06  2.76475724e-01 
 4.98137244e-04  8.88187367e-06  5.78507442e-01 
 4.98200833e-04  4.79289559e-06  1.01245237e+00 
 4.98234892e-04  8.87107968e-07  1.15027654e+00 
 4.98286582e-04 -5.43680376e-06  1.30650931e+00 
 4.98330734e-04 -9.49232284e-06  9.12941567e-01 
 4.98352571e-04 -1.06054152e-05  5.99769682e-01 
 4.98373994e-04 -1.09992010e-05  4.49538752e-01 
 4.98391834e-04 -1.07770851e-05  3.66946311e-01 
 4.98414627e-04 -9.78555936e-06  3.14538496e-01 
 4.98452792e-04 -6.59041391e-06  2.84708955e-01 
 4.98492250e-04 -1.97231494e-06  2.78063435e-01 
 4.98543319e-04  4.17874008e-06  2.74391199e-01 
 4.98597749e-04  8.41937121e-06  5.21834647e-01 
 4.98639640e-04  8.83124804e-06  9.42042748e-01 
 4.98685733e-04  6.22628201e-06  1.23035118e+00 
 4.98726331e-04  1.93069460e-06  1.30616949e+00 
 4.98770610e-04 -3.56104626e-06  1.19457540e+00 
 4.98807338e-04 -7.59788046e-06  9.76990398e-01 
 4.98844471e-04 -1.02730870e-05  6.82339027e-01 
 4.98884406e-04 -1.09302217e-05  4.13320200e-01 
 4.98908949e-04 -1.01037270e-05  4.74196260e-01 
 4.98935339e-04 -8.26047690e-06  7.41863363e-01 
 4.98956606e-04 -6.18676495e-06  9.53180465e-01 
 4.98966179e-04 -5.12326165e-06  1.01385105e+00 
 4.98975492e-04 -4.03128904e-06  1.06352980e+00 
 4.98989936e-04 -2.26125587e-06  1.10493567e+00 
 4.99008155e-04  2.29965956e-08  1.12843365e+00 
 4.99029248e-04  2.59327574e-06  1.15557542e+00 
 4.99054548e-04  5.33035327e-06  1.15391737e+00 
 4.99088687e-04  7.97680336e-06  1.14295688e+00 
 4.99120986e-04  8.98728159e-06  1.07881337e+00 
 4.99158779e-04  8.11253022e-06  1.04198045e+00 
 4.99218393e-04  2.86826819e-06  1.06601519e+00 
 4.99274382e-04 -4.01626315e-06  1.05180802e+00 
 4.99348886e-04 -1.04663651e-05  8.63561523e-01 
 4.99426278e-04 -8.99475523e-06  5.08064579e-01 
 4.99483733e-04 -3.02991025e-06  4.71472688e-01 
 4.99543906e-04  4.24171042e-06  3.95871027e-01 
 4.99604806e-04  8.67975483e-06  5.03350665e-01 
 4.99649762e-04  8.51976489e-06  7.33321542e-01 
 4.99710197e-04  3.79586588e-06  9.99060041e-01 
 4.99770103e-04 -3.49942660e-06  1.17282265e+00 
 4.99849123e-04 -1.04759246e-05  7.69594827e-01 
 4.99923299e-04 -9.21393556e-06  4.00124381e-01 
 4.99963637e-04 -5.41213271e-06  2.98585203e-01 
 5.00007249e-04 -9.03618424e-08  4.02086747e-01 
 5.00029361e-04  2.60646947e-06  6.46376125e-01 
 5.00040651e-04  3.88904017e-06  7.46057069e-01 
 5.00048471e-04  4.72130438e-06  7.85397953e-01 
 5.00056967e-04  5.56275282e-06  8.39584600e-01 
 5.00066438e-04  6.41220923e-06  9.07010975e-01 
 5.00078341e-04  7.32973463e-06  9.83627551e-01 
 5.00090707e-04  8.08572288e-06  1.03753914e+00 
 5.00115438e-04  8.92789934e-06  1.13848617e+00 
 5.00143304e-04  8.73663480e-06  1.19596143e+00 
 5.00179645e-04  6.73348065e-06  1.20073500e+00 
 5.00217406e-04  2.98234914e-06  1.10006572e+00 
 5.00257178e-04 -1.90076576e-06  9.75575153e-01 
 5.00308034e-04 -7.66334238e-06  8.75818351e-01 
 5.00357391e-04 -1.07561608e-05  6.90865449e-01 
 5.00428572e-04 -8.81828421e-06  4.92081295e-01 
 5.00502252e-04 -7.17073865e-07  5.37597860e-01 
 5.00547754e-04  4.64721088e-06  7.70932931e-01 
 5.00597725e-04  8.41833677e-06  1.13915296e+00 
 5.00652304e-04  8.41712160e-06  1.16151596e+00 
 5.00706888e-04  4.15648909e-06  9.17176618e-01 
 5.00767649e-04 -3.19968200e-06  6.83969572e-01 
 5.00831309e-04 -9.53024421e-06  6.91712057e-01 
 5.00908105e-04 -1.01471085e-05  1.06368137e+00 
 5.00983185e-04 -3.09732248e-06  1.22857398e+00 
 5.01021338e-04  1.64943318e-06  1.28364739e+00 
 5.01078470e-04  7.33870371e-06  1.27154266e+00 
 5.01134300e-04  8.93178704e-06  9.87927945e-01 
 5.01192157e-04  5.64542642e-06  9.67493133e-01 
 5.01219777e-04  2.70730176e-06  1.14494633e+00 
 5.01256932e-04 -1.87004194e-06  1.22563167e+00 
 5.01305349e-04 -7.40794781e-06  1.13351233e+00 
 5.01358069e-04 -1.07745086e-05  9.77947411e-01 
 5.01439955e-04 -7.84957194e-06  6.08729479e-01 
 5.01475712e-04 -4.00495900e-06  6.00864441e-01 
 5.01512902e-04  6.14262578e-07  8.73123042e-01 
 5.01535884e-04  3.35799917e-06  1.05511979e+00 
 5.01558464e-04  5.70353746e-06  1.15268760e+00 
 5.01579128e-04  7.38409011e-06  1.20356762e+00 
 5.01620457e-04  8.98370563e-06  1.21310771e+00 
 5.01658863e-04  8.10817556e-06  1.16169356e+00 
 5.01702163e-04  4.65586011e-06  8.84793731e-01 
 5.01731301e-04  1.32820169e-06  7.28752260e-01 
 5.01759103e-04 -2.14140072e-06  8.12421747e-01 
 5.01794817e-04 -6.33879736e-06  9.61398962e-01 
 5.01834104e-04 -9.70824038e-06  9.35187002e-01 
 5.01860003e-04 -1.08229511e-05  7.72165692e-01 
 5.01901480e-04 -1.04514515e-05  5.11720187e-01 
 5.01931884e-04 -8.55206046e-06  3.74254762e-01 
 5.01963982e-04 -5.37315436e-06  3.09907061e-01 
 5.02010693e-04  3.39678719e-07  2.86681661e-01 
 5.02061049e-04  5.94093490e-06  2.88556678e-01 
 5.02110250e-04  8.82871136e-06  3.33314717e-01 
 5.02198096e-04  5.06974999e-06  7.62508357e-01 
 5.02280242e-04 -4.70947049e-06  1.16500147e+00 
 5.02340057e-04 -1.00513200e-05  1.25215618e+00 
 5.02399539e-04 -1.05283091e-05  9.72351447e-01 
 5.02462700e-04 -5.51750563e-06  5.44159422e-01 
 5.02514840e-04  8.54108507e-07  3.95185614e-01 
 5.02560812e-04  5.91954046e-06  4.04874245e-01 
 5.02609512e-04  8.81120575e-06  6.76567155e-01 
 5.02654143e-04  8.33684827e-06  9.54534087e-01 
 5.02692610e-04  5.60272698e-06  1.10613740e+00 
 5.02732580e-04  1.17162093e-06  1.22152430e+00 
 5.02783974e-04 -5.14072758e-06  1.30290334e+00 
 5.02886761e-04 -1.08909924e-05  9.68953312e-01 
 5.02924678e-04 -9.11391606e-06  6.50026475e-01 
 5.02971690e-04 -4.48299233e-06  3.66694979e-01 
 5.03012078e-04  5.11906044e-07  3.08515878e-01 
 5.03049873e-04  4.86492185e-06  3.13895567e-01 
 5.03089694e-04  8.03182507e-06  4.17225269e-01 
 5.03148730e-04  8.55867045e-06  7.95538728e-01 
 5.03214262e-04  3.34153211e-06  1.10226045e+00 
 5.03260459e-04 -2.31057719e-06  1.21346962e+00 
 5.03332931e-04 -9.63487676e-06  1.31044648e+00 
 5.03409928e-04 -1.00520997e-05  9.68481004e-01 
 5.03492067e-04 -1.99527232e-06  5.48417750e-01 
 5.03542435e-04  4.08332922e-06  4.69295754e-01 
 5.03601515e-04  8.56767691e-06  6.03760603e-01 
 5.03650317e-04  8.49817138e-06  8.61338354e-01 
 5.03712320e-04  3.56004382e-06  1.12947364e+00 
 5.03750742e-04 -1.09329423e-06  1.23374088e+00 
 5.03827587e-04 -9.27696022e-06  9.42564823e-01 
 5.03904537e-04 -1.03190461e-05  4.28048924e-01 
 5.03954326e-04 -6.42956888e-06  2.80534666e-01 
 5.04009907e-04  2.41732244e-07  2.72620804e-01 
 5.04060890e-04  5.92654686e-06  2.79146579e-01 
 5.04108841e-04  8.79453147e-06  4.90175608e-01 
 5.04153731e-04  8.35528087e-06  8.84995127e-01 
 5.04189959e-04  5.84918409e-06  1.10558417e+00 
 5.04224483e-04  2.15189992e-06  1.20478648e+00 
 5.04255901e-04 -1.74083306e-06  1.31048052e+00 
 5.04280469e-04 -4.73595047e-06  1.09015752e+00 
 5.04293873e-04 -6.23815421e-06  8.50318992e-01 
 5.04308312e-04 -7.68935530e-06  7.23871810e-01 
 5.04323004e-04 -8.94022789e-06  7.07838174e-01 
 5.04338255e-04 -9.95273945e-06  7.14846611e-01 
 5.04357552e-04 -1.07606001e-05  7.01561272e-01 
 5.04379257e-04 -1.09856937e-05  6.97372059e-01 
 5.04400221e-04 -1.05019581e-05  6.72054366e-01 
 5.04442148e-04 -7.64625264e-06  5.16985152e-01 
 5.04472475e-04 -4.39030139e-06  3.84827963e-01 
 5.04501250e-04 -8.42932998e-07  3.41390977e-01 
 5.04545751e-04  4.43769308e-06  5.31158759e-01 
 5.04579043e-04  7.37819845e-06  8.82317205e-01 
 5.04611696e-04  8.86056470e-06  1.00527292e+00 
 5.04628883e-04  8.98809447e-06  1.02216882e+00 
 5.04645990e-04  8.65415132e-06  1.11318303e+00 
 5.04665893e-04  7.70844658e-06  1.19602006e+00 
 5.04695905e-04  5.28624982e-06  1.26853489e+00 
 5.04755927e-04 -1.74415504e-06  1.30299531e+00 
 5.04868173e-04 -1.09632274e-05  1.24507211e+00 
 5.04986314e-04 -2.71133105e-06  1.10792939e+00 
 5.05163543e-04  7.84980241e-06  1.21273070e+00 
 5.05305934e-04 -7.46428010e-06  9.62122636e-01 
 5.05459451e-04 -5.87785021e-06  3.99506119e-01 
 5.05570019e-04  6.70666995e-06  8.95904561e-01 
 5.05665670e-04  7.72220470e-06  1.32311648e+00 
 5.05759367e-04 -2.17443266e-06  1.30360878e+00 
 5.05852639e-04 -1.06077780e-05  1.05375664e+00 
 5.05920081e-04 -9.43784622e-06  6.39285859e-01 
 5.05971186e-04 -4.54225121e-06  4.01027116e-01 
 5.06015261e-04  9.06025045e-07  3.34888850e-01 
 5.06058154e-04  5.67452745e-06  5.39546320e-01 
 5.06112777e-04  8.88226345e-06  9.53634579e-01 
 5.06140342e-04  8.81474003e-06  1.08814908e+00 
 5.06174551e-04  7.12318822e-06  1.19471767e+00 
 5.06210769e-04  3.73267563e-06  1.26185976e+00 
 5.06283203e-04 -5.05243475e-06  1.31789644e+00 
 5.06428073e-04 -8.85723272e-06  9.12968290e-01 
 5.06488793e-04 -2.40369110e-06  5.58047760e-01 
 5.06543611e-04  4.21013787e-06  6.47212986e-01 
 5.06600606e-04  8.53380826e-06  9.22962528e-01 
 5.06652549e-04  8.40670429e-06  1.07372636e+00 
 5.06699750e-04  4.90328578e-06  1.25729702e+00 
 5.06740003e-04  2.52983463e-07  1.27796647e+00 
 5.06817238e-04 -8.47932138e-06  8.84084807e-01 
 5.06876977e-04 -1.09969129e-05  4.34814593e-01 
 5.06926969e-04 -8.94226837e-06  3.47664578e-01 
 5.06977639e-04 -3.77319071e-06  3.46445518e-01 
 5.07032885e-04  3.01577865e-06  5.47599118e-01 
 5.07070626e-04  6.75504721e-06  6.34833371e-01 
 5.07112027e-04  8.86741418e-06  7.02059825e-01 
 5.07144899e-04  8.68897237e-06  9.27335647e-01 
 5.07179077e-04  6.77854194e-06  1.10609587e+00 
 5.07227808e-04  1.75276737e-06  1.24655304e+00 
 5.07286591e-04 -5.43778411e-06  1.26588120e+00 
 5.07361755e-04 -1.08617993e-05  9.74852754e-01 
 5.07416359e-04 -9.67953032e-06  6.70385991e-01 
 5.07465769e-04 -5.17015660e-06  5.88102131e-01 
 5.07529217e-04  2.58953982e-06  5.53786255e-01 
 5.07597908e-04  8.42605951e-06  6.03950296e-01 
 5.07709453e-04  3.87767932e-06  8.09412372e-01 
 5.07821755e-04 -8.84382106e-06  7.22959151e-01 
 5.07896879e-04 -1.06244274e-05  6.40109364e-01 
 5.07965964e-04 -5.14787854e-06  7.46752802e-01 
 5.08050819e-04  4.96082621e-06  7.79436931e-01 
 5.08132793e-04  8.95209012e-06  9.56802427e-01 
 5.08210427e-04  3.77039309e-06  1.22464382e+00 
 5.08256915e-04 -1.86784392e-06  1.15944539e+00 
 5.08299907e-04 -6.86836936e-06  7.42276654e-01 
 5.08331422e-04 -9.53767754e-06  4.49601272e-01 
 5.08370127e-04 -1.09812541e-05  3.25238573e-01 
 5.08407078e-04 -1.01984546e-05  4.31922080e-01 
 5.08441827e-04 -7.67629598e-06  7.99238994e-01 
 5.08461207e-04 -5.68409339e-06  9.82936139e-01 
 5.08476042e-04 -3.96537716e-06  1.08867632e+00 
 5.08495474e-04 -1.56841762e-06  1.14566568e+00 
 5.08516228e-04  1.02511081e-06  1.15478005e+00 
 5.08535599e-04  3.32579626e-06  1.18548759e+00 
 5.08554095e-04  5.28621822e-06  1.17091516e+00 
 5.08581983e-04  7.57418918e-06  1.18812655e+00 
 5.08621005e-04  8.98740354e-06  1.26835598e+00 
 5.08671165e-04  7.36390255e-06  1.29325142e+00 
 5.08733901e-04  1.00928337e-06  1.30933084e+00 
 5.08776167e-04 -4.22932939e-06  1.30593023e+00 
 5.08804016e-04 -7.27844050e-06  1.00829989e+00 
 5.08821634e-04 -8.83437787e-06  7.23634666e-01 
 5.08843071e-04 -1.02058120e-05  5.57696373e-01 
 5.08863195e-04 -1.08901732e-05  4.47349810e-01 
 5.08890088e-04 -1.08208044e-05  3.38844967e-01 
 5.08922182e-04 -9.29321749e-06  2.97828122e-01 
 5.08953918e-04 -6.47257327e-06  2.82442698e-01 
 5.08999574e-04 -1.05348070e-06  4.03498232e-01 
 5.09040919e-04  3.91841907e-06  7.45803863e-01 
 5.09060520e-04  5.89297682e-06  9.17833783e-01 
 5.09088264e-04  7.95325632e-06  1.13909285e+00 
 5.09110812e-04  8.84148349e-06  1.15245225e+00 
 5.09137128e-04  8.88408750e-06  1.09921304e+00 
 5.09162414e-04  7.91496167e-06  1.12445190e+00 
 5.09188669e-04  5.96642065e-06  1.10981088e+00 
 5.09235489e-04  8.13370008e-07  1.05071657e+00 
 5.09297954e-04 -6.66791351e-06  9.29146844e-01 
 5.09359360e-04 -1.08074930e-05  7.72586405e-01 
 5.09434674e-04 -8.31766644e-06  5.84002002e-01 
 5.09494786e-04 -1.65468099e-06  4.21754507e-01 
 5.09533595e-04  3.09740862e-06  3.75768552e-01 
 5.09593377e-04  8.22075680e-06  4.89057063e-01 
 5.09650463e-04  8.49241989e-06  7.03007142e-01 
 5.09724328e-04  2.17033226e-06  1.07060403e+00 
 5.09793879e-04 -6.23881620e-06  1.13557181e+00 
 5.09879432e-04 -1.09844971e-05  7.49406354e-01 
 5.09964703e-04 -5.29152192e-06  4.35720173e-01 
 5.10010353e-04  2.97369742e-07  3.44885011e-01 
 5.10054705e-04  5.34567815e-06  3.40687412e-01 
 5.10093735e-04  8.23806746e-06  4.22962965e-01 
 5.10133824e-04  8.93858507e-06  5.43986346e-01 
 5.10193711e-04  5.49819284e-06  8.47606181e-01 
 5.10253431e-04 -1.43102732e-06  1.03734042e+00 
 5.10333506e-04 -9.67106573e-06  8.85521114e-01 
 5.10412272e-04 -9.92305478e-06  4.55197208e-01 
 5.10453336e-04 -6.53368425e-06  3.17711983e-01 
 5.10495272e-04 -1.59384975e-06  2.87285484e-01 
 5.10540695e-04  3.89392504e-06  2.87889989e-01 
 5.10584595e-04  7.73841950e-06  3.02515677e-01 
 5.10672394e-04  7.27832019e-06  4.88314016e-01 
 5.10768071e-04 -3.25139109e-06  9.53095250e-01 
 5.10839313e-04 -1.00111873e-05  1.19503630e+00 
 5.10928328e-04 -8.83731949e-06  1.06216232e+00 
 5.11004559e-04 -4.27445369e-07  9.32083754e-01 
 5.11099264e-04  8.48159204e-06  1.05821150e+00 
 5.11212386e-04  3.55270581e-06  1.23576103e+00 
 5.11318280e-04 -8.56555279e-06  7.57433980e-01 
 5.11327013e-04 -9.23626819e-06  6.65737062e-01 
 5.11344480e-04 -1.02735145e-05  5.82282815e-01 
 5.11356131e-04 -1.07202063e-05  5.43107863e-01 
 5.11367432e-04 -1.09548148e-05  5.39805968e-01 
 5.11378035e-04 -1.09927277e-05  5.74629820e-01 
 5.11388962e-04 -1.08464881e-05  5.73334399e-01 
 5.11398995e-04 -1.05488461e-05  5.71222262e-01 
 5.11417835e-04 -9.58588304e-06  5.54980368e-01 
 5.11447545e-04 -7.12463973e-06  5.21722113e-01 
 5.11506963e-04 -1.26137792e-07  4.80496529e-01 
 5.11586821e-04  7.87098695e-06  5.11596023e-01 
 5.11663379e-04  7.85935411e-06  7.44898883e-01 
 5.11724834e-04  2.10998435e-06  9.68910873e-01 
 5.11755755e-04 -1.72260312e-06  1.03447796e+00 
 5.11790587e-04 -5.88206278e-06  1.01314252e+00 
 5.11819214e-04 -8.64180438e-06  9.24882659e-01 
 5.11837887e-04 -9.93205107e-06  8.72586892e-01 
 5.11859583e-04 -1.08129093e-05  8.02842495e-01 
 5.11890697e-04 -1.08060767e-05  7.00002950e-01 
 5.11910497e-04 -1.00215206e-05  6.08580128e-01 
 5.11930123e-04 -8.69525002e-06  4.93379539e-01 
 5.11950079e-04 -6.86982309e-06  4.04382517e-01 
 5.11989990e-04 -2.25453706e-06  3.21468935e-01 
 5.12027897e-04  2.43422303e-06  4.95700966e-01 
 5.12046309e-04  4.49638043e-06  7.08828520e-01 
 5.12067329e-04  6.48690582e-06  9.03796202e-01 
 5.12089359e-04  8.01365393e-06  1.06147779e+00 
 5.12109421e-04  8.80898910e-06  1.18346556e+00 
 5.12128400e-04  8.99087241e-06  1.25174115e+00 
 5.12157915e-04  8.15672546e-06  1.30216032e+00 
 5.12187982e-04  6.02810331e-06  1.30975467e+00 
 5.12224843e-04  2.10891796e-06  1.20898833e+00 
 5.12249017e-04 -8.76515634e-07  1.18697435e+00 
 5.12271861e-04 -3.71268442e-06  1.08662144e+00 
 5.12284382e-04 -5.18738923e-06  9.62714139e-01 
 5.12296080e-04 -6.47235736e-06  8.98238115e-01 
 5.12301721e-04 -7.05144734e-06  8.81833671e-01 
 5.12306915e-04 -7.55777974e-06  8.68939386e-01 
