 time            i(VIin)         v(Vout)        
 8.12206038e-05  2.61059856e-06  1.17314310e+00 
 8.13131972e-05 -8.13274521e-06  1.05596841e+00 
 8.14083648e-05 -1.01338441e-05  9.78003597e-01 
 8.14943881e-05 -1.70462179e-06  9.98956433e-01 
 8.15772000e-05  7.24955629e-06  1.14249326e+00 
 8.16796839e-05  6.73039167e-06  1.24730242e+00 
 8.17883664e-05 -5.63664051e-06  1.30095795e+00 
 8.18866695e-05 -1.08926715e-05  1.08215181e+00 
 8.19835941e-05 -3.04704691e-06  9.14282970e-01 
 8.21173377e-05  8.95367985e-06  1.06358534e+00 
 8.22803013e-05 -4.71642023e-06  1.25355288e+00 
 8.24047388e-05 -1.03097994e-05  7.86073584e-01 
 8.25249722e-05  2.08684550e-06  3.78128475e-01 
 8.26346378e-05  8.92674917e-06  5.67879785e-01 
 8.27489370e-05 -8.66428974e-07  1.03903075e+00 
 8.28356273e-05 -9.80077133e-06  1.15625285e+00 
 8.29549124e-05 -6.36755984e-06  8.14840097e-01 
 8.30523860e-05  5.11774398e-06  6.67610007e-01 
 8.31502063e-05  8.50252046e-06  9.57390766e-01 
 8.32612964e-05 -2.41478594e-06  1.27684513e+00 
 8.33739268e-05 -1.09990906e-05  1.03562385e+00 
 8.34918700e-05 -2.01986642e-06  4.73918584e-01 
 8.35533763e-05  5.21570871e-06  4.04069207e-01 
 8.36307501e-05  8.97390503e-06  6.49614793e-01 
 8.37110987e-05  3.69608912e-06  1.01262150e+00 
 8.38109940e-05 -7.93599235e-06  1.09929682e+00 
 8.39019646e-05 -1.04313831e-05  6.02383971e-01 
 8.39830052e-05 -3.11943380e-06  3.04062155e-01 
 8.40505220e-05  4.93079476e-06  3.04426600e-01 
 8.41364165e-05  8.89726728e-06  6.62705112e-01 
 8.41694607e-05  7.47939909e-06  9.56848990e-01 
 8.42083370e-05  3.99959556e-06  1.19953896e+00 
 8.42585499e-05 -2.07234755e-06  1.31314476e+00 
 8.43287180e-05 -9.35586672e-06  1.31703565e+00 
 8.43913462e-05 -1.07897694e-05  1.23481247e+00 
 8.44552154e-05 -6.33538917e-06  1.13797118e+00 
 8.45281447e-05  2.46349799e-06  6.62959209e-01 
 8.45840033e-05  7.70204008e-06  4.50126204e-01 
 8.46152464e-05  8.92497989e-06  4.94679143e-01 
 8.46499591e-05  8.51215183e-06  5.37170342e-01 
 8.46792597e-05  6.76409389e-06  7.11933528e-01 
 8.47080911e-05  4.02633955e-06  9.54778838e-01 
 8.47475628e-05 -6.93781159e-07  1.19072809e+00 
 8.47857389e-05 -5.34161865e-06  1.28367381e+00 
 8.48620909e-05 -1.08687117e-05  1.04301398e+00 
 8.49243984e-05 -9.13437131e-06  6.31875581e-01 
 8.49838718e-05 -3.01287995e-06  3.87421677e-01 
 8.50256941e-05  2.17300701e-06  5.34099338e-01 
 8.50645491e-05  6.25078095e-06  8.61491069e-01 
 8.50929243e-05  8.19858936e-06  1.02948262e+00 
 8.51254595e-05  8.99983332e-06  1.23042444e+00 
 8.51467284e-05  8.62953541e-06  1.28412621e+00 
 8.51675751e-05  7.60261270e-06  1.28220559e+00 
 8.51843929e-05  6.34169842e-06  1.23257622e+00 
 8.52027310e-05  4.59680297e-06  1.18442522e+00 
 8.52224265e-05  2.39606397e-06  1.23527279e+00 
 8.52403647e-05  2.07849882e-07  1.26691360e+00 
 8.52762411e-05 -4.23811159e-06  1.19641503e+00 
 8.53103818e-05 -7.88036438e-06  8.31355234e-01 
 8.53451325e-05 -1.03038831e-05  4.98699349e-01 
 8.53731631e-05 -1.09973361e-05  3.76921312e-01 
 8.54147112e-05 -9.78049325e-06  2.88546140e-01 
 8.54588407e-05 -5.94468218e-06  4.84900787e-01 
 8.55015433e-05 -8.06074806e-07  8.62169876e-01 
 8.55236871e-05  1.93284740e-06  1.03511934e+00 
 8.55444571e-05  4.30053681e-06  1.12826860e+00 
 8.55612745e-05  5.96133797e-06  1.17854525e+00 
 8.55949094e-05  8.29356598e-06  1.24880580e+00 
 8.56548276e-05  8.30571811e-06  1.29775478e+00 
 8.57146657e-05  3.29576507e-06  1.30413694e+00 
 8.58343419e-05 -9.72292881e-06  1.32414111e+00 
 8.59622543e-05 -5.56739079e-06  1.21642803e+00 
 8.61372247e-05  8.88223570e-06  1.00748838e+00 
 8.63136747e-05 -8.17467796e-06  7.04189930e-01 
 8.64685075e-05 -4.85497013e-06  7.11472451e-01 
 8.66377300e-05  8.87232000e-06  1.20352043e+00 
 8.67944086e-05 -6.29537385e-06  7.90206615e-01 
 8.69436874e-05 -7.50046144e-06  3.13532559e-01 
 8.70454626e-05  4.40725664e-06  7.21767889e-01 
 8.71394860e-05  8.83477059e-06  1.26733368e+00 
 8.72334417e-05  1.06579457e-06  8.43650914e-01 
 8.72980133e-05 -6.67406935e-06  5.15209902e-01 
 8.73570330e-05 -1.07461973e-05  5.29063017e-01 
 8.74130592e-05 -9.87794113e-06  5.03994113e-01 
 8.74516410e-05 -6.70978897e-06  3.96204516e-01 
 8.74927856e-05 -1.90535154e-06  2.98560201e-01 
 8.75265025e-05  2.26917402e-06  4.98717612e-01 
 8.75630153e-05  6.11670651e-06  8.05749060e-01 
 8.75818976e-05  7.56863919e-06  9.41080808e-01 
 8.76078466e-05  8.76857570e-06  1.17864501e+00 
 8.76287113e-05  8.98912669e-06  1.26662238e+00 
 8.76475858e-05  8.59992450e-06  1.28173380e+00 
 8.76648812e-05  7.77025028e-06  1.22613670e+00 
 8.76760099e-05  7.01492658e-06  1.19212734e+00 
 8.76893850e-05  5.90160297e-06  1.22162342e+00 
 8.77054199e-05  4.31363825e-06  1.22292909e+00 
 8.77209695e-05  2.56770173e-06  1.20369538e+00 
 8.77366463e-05  6.70205614e-07  1.18502680e+00 
 8.77585113e-05 -2.06752434e-06  1.12460193e+00 
 8.77784132e-05 -4.49513031e-06  1.03816896e+00 
 8.78021592e-05 -7.09517957e-06  9.51203623e-01 
 8.78236758e-05 -8.99124403e-06  8.26217588e-01 
 8.78537024e-05 -1.06439944e-05  6.45739078e-01 
 8.78748454e-05 -1.09999811e-05  5.18344587e-01 
 8.78995631e-05 -1.05273858e-05  4.82979423e-01 
 8.79249317e-05 -9.09520920e-06  6.63364001e-01 
 8.79445866e-05 -7.41418615e-06  7.47560088e-01 
 8.79604260e-05 -5.77055790e-06  7.02293677e-01 
 8.79760922e-05 -3.95935581e-06  6.92833730e-01 
 8.79960288e-05 -1.49882373e-06  7.94396448e-01 
 8.80148500e-05  8.55294413e-07  8.84368440e-01 
 8.80297652e-05  2.65380128e-06  9.05980394e-01 
 8.80441190e-05  4.26446909e-06  9.30449787e-01 
 8.80728266e-05  6.92663726e-06  1.00474095e+00 
 8.81302417e-05  8.97831408e-06  1.17792431e+00 
 8.82009172e-05  4.78421677e-06  1.29149178e+00 
 8.82909099e-05 -5.91742110e-06  1.32055629e+00 
 8.83785887e-05 -1.09898330e-05  9.56547920e-01 
 8.84697629e-05 -4.70893462e-06  3.45377442e-01 
 8.85288131e-05  2.54216762e-06  3.33213884e-01 
 8.85665433e-05  6.42106942e-06  4.56600230e-01 
 8.86111312e-05  8.84851491e-06  5.25711290e-01 
 8.86382991e-05  8.86067617e-06  6.35214418e-01 
 8.86714677e-05  7.34302078e-06  8.54105156e-01 
 8.86909214e-05  5.76060922e-06  9.72191475e-01 
 8.87160378e-05  3.13943529e-06  1.17401078e+00 
 8.87396995e-05  2.90781859e-07  1.21286411e+00 
 8.87622466e-05 -2.53289088e-06  1.13018795e+00 
 8.87752514e-05 -4.12019932e-06  1.15709708e+00 
 8.87893427e-05 -5.74498935e-06  1.18758307e+00 
 8.88134436e-05 -8.15441652e-06  1.09799124e+00 
 8.88370008e-05 -9.88141261e-06  9.52200429e-01 
 8.88718527e-05 -1.09921801e-05  7.68410257e-01 
 8.89103222e-05 -1.00309562e-05  5.43645001e-01 
 8.89391184e-05 -7.92581224e-06  5.45459666e-01 
 8.89692086e-05 -4.77352893e-06  8.15097783e-01 
 8.89993798e-05 -1.07793814e-06  9.95652831e-01 
 8.90279350e-05  2.43876451e-06  1.09231431e+00 
 8.90579578e-05  5.65615869e-06  1.20033623e+00 
 8.90893671e-05  8.01412324e-06  1.25075050e+00 
 8.91294533e-05  8.98434542e-06  1.29367927e+00 
 8.91833317e-05  6.43158673e-06  1.21961166e+00 
 8.92138082e-05  3.39282651e-06  1.23697251e+00 
 8.92698694e-05 -3.47100518e-06  1.32416092e+00 
 8.93315872e-05 -9.54846707e-06  1.31211599e+00 
 8.93899592e-05 -1.08238323e-05  1.15981472e+00 
 8.94791505e-05 -3.59015015e-06  7.04034000e-01 
 8.95567770e-05  5.54469441e-06  5.70789672e-01 
 8.96324064e-05  8.95672022e-06  7.54260554e-01 
 8.97277792e-05  1.75620305e-06  1.16303416e+00 
 8.97964408e-05 -6.51024935e-06  1.31250111e+00 
 8.98775596e-05 -1.09948274e-05  1.24001165e+00 
 8.99752330e-05 -4.06231266e-06  1.04743163e+00 
 9.00927740e-05  8.19116510e-06  1.07086665e+00 
 9.02109930e-05  3.70782073e-06  1.28304794e+00 
 9.03208815e-05 -8.77527043e-06  1.32521686e+00 
 9.04473109e-05 -7.14783189e-06  7.27982519e-01 
 9.05302574e-05  2.71130403e-06  4.50921968e-01 
 9.05746836e-05  7.06673551e-06  4.71460445e-01 
 9.06344740e-05  8.92921488e-06  6.56422460e-01 
 9.06840220e-05  6.37326561e-06  9.64101169e-01 
 9.07327514e-05  1.15059369e-06  1.13577367e+00 
 9.07984931e-05 -6.72361332e-06  1.01919933e+00 
 9.08609589e-05 -1.08447377e-05  5.48716853e-01 
 9.08961903e-05 -1.06475495e-05  5.22288011e-01 
 9.09385276e-05 -7.97917319e-06  8.97449971e-01 
 9.09790156e-05 -3.60652498e-06  1.03654636e+00 
 9.10156261e-05  9.51041451e-07  1.06969467e+00 
 9.10552944e-05  5.40270468e-06  1.15100982e+00 
 9.10958843e-05  8.33809834e-06  1.18576636e+00 
 9.11412186e-05  8.79302720e-06  1.21151320e+00 
 9.11932872e-05  5.53859105e-06  1.25717475e+00 
 9.12283520e-05  1.68693574e-06  1.29582592e+00 
 9.12600899e-05 -2.26453808e-06  1.01964775e+00 
 9.12815774e-05 -4.86481360e-06  8.01683499e-01 
 9.13034875e-05 -7.22664616e-06  7.06091458e-01 
 9.13258574e-05 -9.15303270e-06  6.59946511e-01 
 9.13518759e-05 -1.05807602e-05  7.48591592e-01 
 9.13792493e-05 -1.09857468e-05  8.31282982e-01 
 9.14133598e-05 -9.86049614e-06  8.62056253e-01 
 9.14518337e-05 -6.68988947e-06  7.74739040e-01 
 9.14747394e-05 -4.12130099e-06  6.49525487e-01 
 9.15088874e-05  1.14508811e-07  6.81588583e-01 
 9.15401044e-05  3.82903139e-06  8.91978306e-01 
 9.15627463e-05  6.09291935e-06  1.03414306e+00 
 9.15902830e-05  8.06335625e-06  1.14013028e+00 
 9.16118109e-05  8.86296735e-06  1.19593423e+00 
 9.16548667e-05  8.30391667e-06  1.26872552e+00 
 9.16900866e-05  5.83753679e-06  1.29268563e+00 
 9.17605262e-05 -2.31891234e-06  1.31308775e+00 
 9.18636271e-05 -1.08980481e-05  1.32874199e+00 
 9.19507395e-05 -6.80242009e-06  1.18503788e+00 
 9.20746501e-05  7.06424661e-06  1.06984046e+00 
 9.21884003e-05  5.99061550e-06  1.19234316e+00 
 9.23111049e-05 -7.94602550e-06  7.34879300e-01 
 9.23942887e-05 -1.07076738e-05  3.58472585e-01 
 9.24651561e-05 -5.24003521e-06  2.79107579e-01 
 9.25186496e-05  1.32217949e-06  4.62414029e-01 
 9.25459204e-05  4.45556477e-06  7.41685760e-01 
 9.25626003e-05  6.07997715e-06  8.44418615e-01 
 9.25734899e-05  6.97717621e-06  8.61399571e-01 
 9.25841331e-05  7.71006967e-06  8.99218484e-01 
 9.25974975e-05  8.40869968e-06  9.64294734e-01 
 9.26160563e-05  8.93690853e-06  1.05904409e+00 
 9.26372772e-05  8.88122515e-06  1.14982092e+00 
 9.26710950e-05  7.36875077e-06  1.18774047e+00 
 9.27103211e-05  3.78213638e-06  1.22999646e+00 
 9.27564172e-05 -1.80553587e-06  1.23502157e+00 
 9.28053943e-05 -7.41234226e-06  9.38359059e-01 
 9.28499242e-05 -1.05076164e-05  8.10653275e-01 
 9.28927006e-05 -1.07536385e-05  6.86334291e-01 
 9.29333743e-05 -8.42800295e-06  4.35437894e-01 
 9.29644498e-05 -5.32024834e-06  3.40134374e-01 
 9.30049156e-05 -3.82683846e-07  2.97751973e-01 
 9.30794401e-05  7.40537250e-06  6.12876496e-01 
 9.31527637e-05  8.39753192e-06  1.06687084e+00 
 9.31928445e-05  5.58058447e-06  1.19294552e+00 
 9.32483274e-05 -7.89828849e-07  1.32124509e+00 
 9.33037962e-05 -7.25695266e-06  7.86122119e-01 
 9.33307741e-05 -9.49499986e-06  4.48744882e-01 
 9.33564236e-05 -1.07287687e-05  4.91062262e-01 
 9.33803507e-05 -1.09774033e-05  7.22999742e-01 
 9.33922021e-05 -1.07672666e-05  8.48914613e-01 
 9.34022249e-05 -1.04204619e-05  9.28051092e-01 
 9.34126864e-05 -9.89940744e-06  9.85269774e-01 
 9.34336094e-05 -8.40819272e-06  9.86516325e-01 
 9.34677946e-05 -4.93747975e-06  8.84998600e-01 
 9.35045888e-05 -4.23675910e-07  8.71899261e-01 
 9.35456291e-05  4.42484334e-06  9.37320586e-01 
 9.35921364e-05  8.15930216e-06  1.06825945e+00 
 9.36215096e-05  8.99038235e-06  1.16882871e+00 
 9.36802561e-05  6.68457820e-06  1.27576411e+00 
 9.37134975e-05  3.42786606e-06  1.29715247e+00 
 9.37799802e-05 -4.67893585e-06  1.31660378e+00 
 9.38888861e-05 -1.08481384e-05  9.13415388e-01 
 9.39380583e-05 -8.02128282e-06  5.41489286e-01 
 9.39809810e-05 -3.36730741e-06  5.27799692e-01 
 9.40264349e-05  2.26115050e-06  8.01991250e-01 
 9.40734333e-05  6.97288826e-06  1.01907940e+00 
 9.41019059e-05  8.58184233e-06  1.11978946e+00 
 9.41357055e-05  8.90964613e-06  1.29593154e+00 
 9.41540365e-05  8.34165378e-06  1.20160738e+00 
 9.41637773e-05  7.83605082e-06  1.10936001e+00 
 9.41723976e-05  7.27803390e-06  1.11121865e+00 
 9.41815186e-05  6.58209577e-06  1.13132404e+00 
 9.41997606e-05  4.90215953e-06  1.19155719e+00 
 9.42216125e-05  2.49209610e-06  1.23591782e+00 
 9.42639451e-05 -2.74343432e-06  1.27572273e+00 
 9.43109564e-05 -7.93258119e-06  1.24271896e+00 
 9.44025752e-05 -1.04056036e-05  7.33152484e-01 
 9.44608395e-05 -5.72482255e-06  4.22256248e-01 
 9.45040843e-05 -4.86971685e-07  3.31835665e-01 
 9.45761966e-05  7.17763468e-06  6.02973157e-01 
 9.46202771e-05  8.98239304e-06  9.20863005e-01 
 9.46493436e-05  8.53573099e-06  1.14264669e+00 
 9.46645105e-05  7.79253601e-06  1.15596147e+00 
 9.46782837e-05  6.84080514e-06  1.13066698e+00 
 9.46903294e-05  5.81524053e-06  1.14025928e+00 
 9.47032208e-05  4.54569052e-06  1.13458236e+00 
 9.47215546e-05  2.49892130e-06  1.17569770e+00 
 9.47369310e-05  6.34922499e-07  1.18910100e+00 
 9.47520354e-05 -1.25574817e-06  1.10202244e+00 
 9.47642519e-05 -2.78138279e-06  1.01109361e+00 
 9.47755635e-05 -4.15743809e-06  9.62466610e-01 
 9.47870945e-05 -5.49444044e-06  9.15876955e-01 
 9.48074680e-05 -7.61010118e-06  8.36721772e-01 
 9.48390392e-05 -9.99620547e-06  7.08467289e-01 
 9.48815882e-05 -1.09657492e-05  5.74573350e-01 
 9.49227131e-05 -9.25572354e-06  3.99416463e-01 
 9.49520641e-05 -6.66605511e-06  3.11222624e-01 
 9.49897500e-05 -2.28448962e-06  2.94620803e-01 
 9.50308429e-05  2.77951673e-06  2.83279026e-01 
 9.50748037e-05  7.07564261e-06  2.99311503e-01 
 9.51581640e-05  8.14408941e-06  6.64632763e-01 
 9.52137737e-05  3.39672217e-06  1.01176206e+00 
 9.52719884e-05 -3.72811364e-06  1.20967949e+00 
 9.53283872e-05 -9.33295755e-06  1.13343453e+00 
 9.53555618e-05 -1.07031483e-05  9.01811861e-01 
 9.53836519e-05 -1.09409542e-05  7.61038507e-01 
 9.54111114e-05 -9.98792430e-06  6.64575940e-01 
 9.54364780e-05 -8.16129723e-06  5.76163840e-01 
 9.54616486e-05 -5.63496727e-06  7.25620936e-01 
 9.54877755e-05 -2.53014268e-06  8.97948109e-01 
 9.55206777e-05  1.56929133e-06  1.02141753e+00 
 9.55520061e-05  5.07990970e-06  1.13138468e+00 
 9.55900797e-05  8.05252916e-06  1.21932980e+00 
 9.56335059e-05  8.94292907e-06  1.27963590e+00 
 9.57203583e-05  2.63934589e-06  1.30788382e+00 
 9.57823675e-05 -4.95619363e-06  1.31743744e+00 
 9.58913697e-05 -1.07891661e-05  1.31645430e+00 
 9.60126234e-05  5.79659689e-07  1.03829975e+00 
 9.61343354e-05  8.93126821e-06  1.08304625e+00 
 9.62515472e-05 -1.19441480e-06  1.31864126e+00 
 9.63471319e-05 -1.03930389e-05  8.51648194e-01 
 9.64305205e-05 -8.66327907e-06  3.92549768e-01 
 9.64816502e-05 -3.28552814e-06  2.69733845e-01 
 9.65590047e-05  5.75376362e-06  4.88521071e-01 
 9.65967340e-05  8.37576405e-06  8.30977886e-01 
 9.66443369e-05  8.70621928e-06  9.88035024e-01 
 9.66785610e-05  6.81913003e-06  1.00441194e+00 
 9.67126728e-05  3.52054865e-06  1.07371196e+00 
 9.67572177e-05 -1.90575381e-06  1.03527684e+00 
 9.68191827e-05 -8.63926381e-06  8.39795250e-01 
 9.69056117e-05 -1.02691951e-05  5.41966500e-01 
 9.70035250e-05 -5.57177111e-07  4.07897022e-01 
 9.71112141e-05  8.85031610e-06  4.13919011e-01 
 9.72084914e-05  3.98278540e-06  7.47405462e-01 
 9.72805880e-05 -4.74984842e-06  8.58752273e-01 
 9.73515304e-05 -1.05682314e-05  5.66552440e-01 
 9.74227983e-05 -9.24967845e-06  3.17667683e-01 
 9.74928572e-05 -1.89638520e-06  2.76230837e-01 
 9.75496075e-05  4.83787412e-06  4.32097581e-01 
 9.75827189e-05  7.62139171e-06  6.78963382e-01 
 9.76128269e-05  8.88322565e-06  9.06360098e-01 
 9.76412759e-05  8.79156729e-06  1.04444454e+00 
 9.76685289e-05  7.54088771e-06  1.20368476e+00 
 9.76998833e-05  4.88971481e-06  1.15342410e+00 
 9.77245105e-05  2.14861295e-06  1.02981369e+00 
 9.77415541e-05  5.93492612e-08  1.04686356e+00 
 9.77600404e-05 -2.25837010e-06  1.06306287e+00 
 9.77970130e-05 -6.57011187e-06  1.00590625e+00 
 9.78630264e-05 -1.08870144e-05  6.45240587e-01 
 9.79033044e-05 -1.03740855e-05  4.15503008e-01 
 9.79343258e-05 -8.34742062e-06  3.23449157e-01 
 9.79806924e-05 -3.40252787e-06  2.84543783e-01 
 9.80420621e-05  4.04297647e-06  2.79078280e-01 
 9.81008747e-05  8.54395520e-06  2.90952892e-01 
 9.82184997e-05  2.85587242e-06  8.05148780e-01 
 9.82744371e-05 -4.02282426e-06  1.09252833e+00 
 9.83381554e-05 -9.94715223e-06  1.01632354e+00 
 9.83960369e-05 -1.06526049e-05  6.42516836e-01 
 9.84511793e-05 -6.75731734e-06  5.58842086e-01 
 9.85009361e-05 -8.82362822e-07  4.84493957e-01 
 9.85530781e-05  5.18630754e-06  4.32160246e-01 
 9.86004961e-05  8.52964353e-06  5.87969630e-01 
 9.86540700e-05  8.34015005e-06  8.02316118e-01 
 9.87130512e-05  3.47808298e-06  1.11437005e+00 
 9.87914060e-05 -5.97160664e-06  1.22669988e+00 
 9.88710855e-05 -1.09879037e-05  8.96458544e-01 
 9.89244997e-05 -9.12696457e-06  5.28050567e-01 
 9.89702611e-05 -4.65071357e-06  3.47693738e-01 
 9.90077968e-05 -2.17920947e-08  4.93365965e-01 
 9.90309306e-05  2.78972410e-06  7.21723104e-01 
 9.90490537e-05  4.78123535e-06  9.13012938e-01 
 9.90621496e-05  6.03986507e-06  9.81172007e-01 
 9.90761520e-05  7.17441189e-06  1.01687238e+00 
 9.90903566e-05  8.06725995e-06  1.06787425e+00 
 9.91042411e-05  8.66167563e-06  1.09444828e+00 
 9.91249974e-05  8.99999999e-06  1.15230308e+00 
 9.91523969e-05  8.41318874e-06  1.21930845e+00 
 9.91728056e-05  7.24915953e-06  1.25482836e+00 
 9.92136230e-05  3.41371794e-06  1.29334692e+00 
 9.92952578e-05 -6.38559374e-06  1.32313504e+00 
 9.93954207e-05 -1.06725487e-05  9.08765587e-01 
 9.94889354e-05 -2.38594473e-06  4.26686769e-01 
 9.95734102e-05  6.97113438e-06  7.07656617e-01 
 9.96539636e-05  8.34491789e-06  1.09869877e+00 
 9.97282710e-05  1.69674473e-06  1.06799162e+00 
 9.98111489e-05 -7.94999671e-06  5.30790491e-01 
 9.98471034e-05 -1.03918097e-05  4.87129005e-01 
 9.98771335e-05 -1.09964063e-05  7.79076922e-01 
 9.98930791e-05 -1.07430353e-05  8.36571734e-01 
 9.99051480e-05 -1.02909019e-05  7.82204175e-01 
 9.99186473e-05 -9.53314095e-06  7.30051855e-01 
 9.99292550e-05 -8.76446739e-06  7.38765051e-01 
 9.99398795e-05 -7.85650507e-06  7.71525527e-01 
 9.99496147e-05 -6.91695547e-06  7.75821262e-01 
 9.99584956e-05 -5.98233581e-06  7.77611998e-01 
 9.99675169e-05 -4.96952694e-06  7.94484453e-01 
 9.99774641e-05 -3.79423742e-06  8.13474373e-01 
 9.99968470e-05 -1.39611080e-06  8.44598141e-01 
 1.00029781e-04  2.65566750e-06  8.97437619e-01 
 1.00095650e-04  8.32750316e-06  1.04772342e+00 
 1.00168030e-04  7.57329752e-06  1.21615083e+00 
 1.00285015e-04 -5.25945823e-06  1.17042779e+00 
 1.00366174e-04 -1.09385546e-05  6.77298018e-01 
 1.00421264e-04 -9.35712799e-06  4.30439380e-01 
 1.00462174e-04 -5.57641439e-06  3.13104103e-01 
 1.00523069e-04  1.85847949e-06  2.65802060e-01 
 1.00570475e-04  6.74301967e-06  2.90378954e-01 
 1.00624147e-04  8.99942554e-06  3.12244458e-01 
 1.00702004e-04  4.67231092e-06  5.03349028e-01 
 1.00778540e-04 -4.51000195e-06  7.41203174e-01 
 1.00863582e-04 -1.08972315e-05  8.15493337e-01 
 1.00941737e-04 -7.68474035e-06  4.52069734e-01 
 1.00983222e-04 -3.09277008e-06  3.23381555e-01 
 1.01034115e-04  3.15688004e-06  3.04842360e-01 
 1.01104899e-04  8.68267793e-06  3.83053143e-01 
 1.01184210e-04  6.35724804e-06  6.40361294e-01 
 1.01268551e-04 -3.31017570e-06  1.00519010e+00 
 1.01368578e-04 -1.09674506e-05  1.09535751e+00 
 1.01466722e-04 -5.06098008e-06  8.33347276e-01 
 1.01542693e-04  4.11127486e-06  8.05416536e-01 
 1.01632612e-04  8.95428048e-06  1.07721637e+00 
 1.01678988e-04  6.78557617e-06  1.20113794e+00 
 1.01723871e-04  2.22478808e-06  1.10263042e+00 
 1.01783525e-04 -5.08936016e-06  9.77955405e-01 
 1.01838577e-04 -9.97066598e-06  9.17131776e-01 
 1.01912994e-04 -9.88173524e-06  6.64249668e-01 
 1.01949987e-04 -6.87919067e-06  5.04334001e-01 
 1.01986671e-04 -2.66709055e-06  5.54470272e-01 
 1.02024307e-04  2.00717918e-06  8.72894685e-01 
 1.02044611e-04  4.31689520e-06  1.01141788e+00 
 1.02071742e-04  6.84278116e-06  1.12658235e+00 
 1.02093422e-04  8.22295029e-06  1.18651785e+00 
 1.02123498e-04  8.99821764e-06  1.24669145e+00 
 1.02183648e-04  6.40490816e-06  1.29744959e+00 
 1.02263599e-04 -2.70061383e-06  1.31371966e+00 
 1.02366818e-04 -1.09471871e-05  1.14761046e+00 
 1.02434368e-04 -8.34380558e-06  5.71150637e-01 
 1.02483131e-04 -3.10398030e-06  2.91772985e-01 
 1.02533388e-04  3.07359176e-06  2.89416945e-01 
 1.02569723e-04  6.68287163e-06  3.53651455e-01 
 1.02624838e-04  8.99997924e-06  7.32138935e-01 
 1.02650310e-04  8.49846352e-06  9.06780340e-01 
 1.02687747e-04  6.04910757e-06  1.15673050e+00 
 1.02721141e-04  2.54753411e-06  1.14006456e+00 
 1.02760238e-04 -2.28305792e-06  1.05573086e+00 
 1.02795747e-04 -6.43732988e-06  1.05889355e+00 
 1.02828933e-04 -9.37069259e-06  9.06116571e-01 
 1.02874018e-04 -1.09992379e-05  7.00976126e-01 
 1.02901489e-04 -1.04510644e-05  5.53782419e-01 
 1.02927909e-04 -8.86990954e-06  5.37863365e-01 
 1.02956258e-04 -6.22416146e-06  7.76551226e-01 
 1.02981936e-04 -3.25058991e-06  8.36046388e-01 
 1.02994106e-04 -1.73998557e-06  7.75480762e-01 
 1.03007855e-04 -1.45626934e-08  7.59949643e-01 
 1.03026833e-04  2.30845315e-06  8.31875668e-01 
 1.03045574e-04  4.41902100e-06  9.29202688e-01 
 1.03071488e-04  6.82297869e-06  1.02464473e+00 
 1.03093063e-04  8.20541079e-06  1.09925902e+00 
 1.03136213e-04  8.90089854e-06  1.19479764e+00 
 1.03176018e-04  7.01435003e-06  1.16289781e+00 
 1.03219438e-04  2.74679310e-06  1.15716449e+00 
 1.03272820e-04 -3.82852527e-06  1.08064283e+00 
 1.03322844e-04 -8.92795612e-06  8.62318379e-01 
 1.03404019e-04 -1.03424199e-05  4.65173506e-01 
 1.03482670e-04 -3.16063998e-06  2.68544576e-01 
 1.03559685e-04  5.81652119e-06  4.71697403e-01 
 1.03651002e-04  8.47088464e-06  9.44898972e-01 
 1.03713042e-04  3.47907884e-06  1.19640774e+00 
 1.03777080e-04 -4.33770695e-06  1.26600060e+00 
 1.03861361e-04 -1.08534742e-05  5.62260756e-01 
 1.03900391e-04 -1.04952701e-05  2.93589665e-01 
 1.03936499e-04 -8.15945457e-06  4.63074606e-01 
